Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Telangana,433.14,77,Large,2020-03-13,10,Ghee,Raj,345.34,64.59,22305.510599999998,97,Ambient,2020-03-02,2020-06-07,157,64.54,10132.78,Chandigarh,Online,188,38.46,132.81
Tamil Nadu,942.59,50,Medium,2019-01-18,5,Ice Cream,Palle2patnam,521.36,86.67,45186.2712,28,Frozen,2018-12-18,2019-01-15,176,81.81,14398.56,Rajasthan,Wholesale,345,99.92,44.05
Haryana,209.08,30,Medium,2020-12-13,5,Ice Cream,Dodla Dairy,581.3,47.29,27489.676999999996,21,Frozen,2020-10-29,2020-11-19,177,49.79,8812.83,Karnataka,Wholesale,404,39.13,157.19
Telangana,161.26,29,Small,2020-04-26,1,Milk,Raj,182.59,17.56,3206.2803999999996,28,Tetra Pack,2020-04-24,2020-05-22,47,14.7,690.9,Delhi,Online,135,12.98,84.14
Chandigarh,185.39,46,Medium,2021-01-16,5,Ice Cream,Amul,954.64,55.83,53297.551199999994,29,Frozen,2020-12-30,2021-01-28,913,51.08,46636.04,Bihar,Wholesale,41,23.54,22.19
Karnataka,859.76,24,Small,2022-12-14,6,Curd,Sudha,747.34,99.07,74038.97379999999,7,Refrigerated,2022-12-12,2022-12-19,709,101.36,71864.24,Chandigarh,Wholesale,38,17.46,167.21
Telangana,257.23,78,Small,2019-09-27,9,Paneer,Amul,383.4,98.35,37707.38999999999,13,Refrigerated,2019-09-16,2019-09-29,226,96.27,21757.02,Tamil Nadu,Retail,157,97.8,27.81
West Bengal,211.39,32,Small,2021-01-23,4,Yogurt,Mother Dairy,398.21,22.37,8907.9577,24,Refrigerated,2021-01-18,2021-02-11,190,22.66,4305.4,Maharashtra,Wholesale,208,76.23,91.78
Karnataka,220.44,43,Medium,2021-02-04,4,Yogurt,Palle2patnam,713.46,33.31,23765.352600000002,21,Frozen,2021-02-01,2021-02-22,557,29.51,16437.07,Karnataka,Wholesale,156,81.17,197.1
Uttar Pradesh,695.87,27,Large,2021-06-27,7,Lassi,Sudha,538.34,66.03,35546.590200000006,15,Refrigerated,2021-05-26,2021-06-10,359,66.4,23837.6,Jharkhand,Wholesale,179,38.93,183.17
Telangana,692.73,39,Small,2020-01-28,3,Cheese,Britannia Industries,811.35,42.21,34247.0835,62,Refrigerated,2020-01-20,2020-03-22,145,39.38,5710.1,Tamil Nadu,Wholesale,666,18.3,73.33
Delhi,139.91,19,Small,2022-11-01,7,Lassi,Sudha,481.6,35.82,17250.912,15,Refrigerated,2022-09-29,2022-10-14,279,37.09,10348.11,Delhi,Online,202,22.08,43.32
Delhi,47.61,33,Medium,2020-04-26,9,Paneer,Amul,260.08,27.3,7100.184,14,Refrigerated,2020-03-22,2020-04-05,76,25.21,1915.96,Chandigarh,Online,184,60.5,199.47
West Bengal,456.6,49,Large,2022-12-02,2,Butter,Mother Dairy,331.21,74.54,24688.3934,26,Frozen,2022-10-16,2022-11-11,217,75.7,16426.9,Karnataka,Online,114,12.91,24.6
West Bengal,487.64,55,Large,2021-10-17,8,Buttermilk,Mother Dairy,823.26,59.34,48852.248400000004,10,Refrigerated,2021-09-30,2021-10-10,664,54.82,36400.48,Madhya Pradesh,Wholesale,159,36.55,80.41
Chandigarh,716.14,76,Small,2020-04-02,7,Lassi,Mother Dairy,349.82,14.55,5089.881,18,Refrigerated,2020-02-28,2020-03-17,140,13.57,1899.8,Madhya Pradesh,Retail,209,23.94,134.69
Jharkhand,822.75,61,Medium,2022-04-16,9,Paneer,Sudha,556.95,87.71,48850.0845,10,Refrigerated,2022-04-06,2022-04-16,480,90.09,43243.2,Maharashtra,Online,76,94.41,148.21
Chandigarh,219.32,62,Small,2021-12-19,7,Lassi,Mother Dairy,439.9,91.93,40440.007,14,Refrigerated,2021-11-08,2021-11-22,419,89.04,37307.76,Maharashtra,Wholesale,20,79.65,109.44
Karnataka,276.45,33,Large,2020-10-27,4,Yogurt,Palle2patnam,876.94,87.64,76855.02160000001,29,Refrigerated,2020-09-02,2020-10-01,820,85.13,69806.6,Madhya Pradesh,Retail,56,54.56,78.77
Rajasthan,883.63,80,Large,2019-05-24,2,Butter,Mother Dairy,817.4,93.07,76075.41799999999,26,Frozen,2019-05-12,2019-06-07,350,94.86,33201.0,Karnataka,Online,467,89.0,151.45
Haryana,335.74,56,Large,2022-11-14,6,Curd,Raj,985.05,73.38,72282.969,6,Refrigerated,2022-10-29,2022-11-04,864,72.9,62985.6,Gujarat,Retail,121,97.78,80.25
Gujarat,990.04,19,Medium,2022-04-17,9,Paneer,Raj,89.69,56.68,5083.629199999999,13,Refrigerated,2022-04-07,2022-04-20,70,55.8,3906.0,Maharashtra,Online,19,49.26,184.03
Bihar,805.46,66,Small,2021-11-14,5,Ice Cream,Palle2patnam,49.6,94.67,4695.6320000000005,28,Frozen,2021-11-09,2021-12-07,48,90.37,4337.76,Kerala,Online,1,62.4,135.7
Rajasthan,202.11,81,Large,2022-09-28,10,Ghee,Raj,128.26,67.93,8712.7018,89,Ambient,2022-09-21,2022-12-19,72,63.68,4584.96,Kerala,Online,56,33.84,158.66
Bihar,302.87,11,Small,2019-01-14,1,Milk,Raj,396.31,62.56,24793.1536,30,Tetra Pack,2018-11-26,2018-12-26,331,66.64,22057.84,Madhya Pradesh,Online,65,79.47,90.3
West Bengal,832.11,98,Medium,2020-03-26,7,Lassi,Amul,656.31,61.74,40520.579399999995,12,Refrigerated,2020-02-25,2020-03-08,307,58.99,18109.93,Bihar,Online,349,99.58,155.51
Jharkhand,627.66,70,Small,2022-05-24,3,Cheese,Amul,381.18,35.24,13432.783200000002,31,Refrigerated,2022-05-06,2022-06-06,152,39.62,6022.24,Gujarat,Online,229,88.46,140.93
Gujarat,333.83,65,Small,2021-07-26,8,Buttermilk,Raj,805.83,89.62,72218.48460000001,7,Refrigerated,2021-06-14,2021-06-21,621,91.44,56784.24,Gujarat,Retail,184,75.21,173.53
Delhi,781.68,77,Small,2021-04-25,4,Yogurt,Amul,12.6,32.48,409.24799999999993,25,Frozen,2021-03-06,2021-03-31,7,32.2,225.4,Madhya Pradesh,Online,5,98.79,123.13
Delhi,288.59,76,Large,2020-07-11,4,Yogurt,Palle2patnam,879.83,81.27,71503.7841,24,Frozen,2020-06-24,2020-07-18,249,78.84,19631.16,West Bengal,Retail,630,33.03,105.73
Chandigarh,401.13,32,Medium,2021-01-25,2,Butter,Warana,990.76,99.96,99036.36959999999,40,Refrigerated,2021-01-23,2021-03-04,758,100.59,76247.22,Maharashtra,Online,232,80.02,72.45
Jharkhand,537.36,89,Medium,2021-12-14,5,Ice Cream,Mother Dairy,895.38,21.09,18883.5642,23,Frozen,2021-11-02,2021-11-25,220,23.03,5066.6,Madhya Pradesh,Retail,675,97.66,50.74
Delhi,733.62,20,Large,2021-11-24,1,Milk,Sudha,93.12,64.03,5962.4736,27,Tetra Pack,2021-11-08,2021-12-05,81,63.48,5141.88,Uttar Pradesh,Wholesale,12,20.89,26.23
Chandigarh,162.24,58,Large,2019-01-05,9,Paneer,Mother Dairy,184.4,23.97,4420.068,11,Refrigerated,2018-12-18,2018-12-29,18,27.18,489.24,Delhi,Online,166,58.9,104.62
Rajasthan,637.74,28,Large,2021-04-07,8,Buttermilk,Raj,844.65,88.8,75004.92,11,Refrigerated,2021-03-16,2021-03-27,446,90.06,40166.76,Uttar Pradesh,Wholesale,398,16.26,159.11
Maharashtra,733.71,93,Small,2022-06-18,6,Curd,Raj,995.31,69.9,69572.16900000001,6,Refrigerated,2022-05-30,2022-06-05,339,65.62,22245.18,Kerala,Online,656,20.75,184.22
Bihar,79.14,29,Small,2019-06-04,10,Ghee,Mother Dairy,69.32,46.44,3219.2207999999996,108,Ambient,2019-04-21,2019-08-07,35,44.14,1544.9,Delhi,Retail,34,44.62,62.63
Telangana,511.35,89,Medium,2019-09-26,7,Lassi,Amul,480.29,20.95,10062.0755,15,Refrigerated,2019-08-25,2019-09-09,97,23.76,2304.72,Gujarat,Online,383,22.99,60.37
Gujarat,819.12,77,Small,2022-06-27,4,Yogurt,Amul,275.47,72.5,19971.575,21,Frozen,2022-05-24,2022-06-14,152,72.29,10988.08,Jharkhand,Wholesale,123,34.74,78.29
Chandigarh,261.84,35,Medium,2022-06-04,2,Butter,Amul,489.48,78.61,38478.0228,34,Frozen,2022-05-30,2022-07-03,345,74.71,25774.95,Chandigarh,Wholesale,144,96.83,28.36
Gujarat,492.14,32,Large,2019-05-11,4,Yogurt,Amul,201.93,59.11,11936.0823,26,Refrigerated,2019-04-12,2019-05-08,66,64.04,4226.64,Kerala,Wholesale,135,71.56,111.79
Delhi,428.79,23,Large,2019-02-15,6,Curd,Sudha,902.4,28.87,26052.288,7,Refrigerated,2019-02-05,2019-02-12,246,24.0,5904.0,Telangana,Wholesale,656,98.04,58.85
Uttar Pradesh,784.35,74,Small,2021-06-06,1,Milk,Sudha,698.15,24.04,16783.525999999998,1,Polythene Packet,2021-04-29,2021-04-30,174,22.09,3843.66,Tamil Nadu,Wholesale,524,51.34,155.43
Delhi,448.4,57,Small,2022-09-03,5,Ice Cream,Mother Dairy,838.95,69.16,58021.782,21,Frozen,2022-08-17,2022-09-07,168,68.79,11556.72,Madhya Pradesh,Wholesale,670,55.19,112.7
Delhi,802.0,30,Large,2019-12-01,7,Lassi,Mother Dairy,248.17,59.55,14778.5235,16,Refrigerated,2019-10-30,2019-11-15,60,64.14,3848.4,Chandigarh,Online,188,81.38,55.06
Chandigarh,497.09,53,Small,2022-02-15,1,Milk,Sudha,740.61,80.44,59574.6684,22,Tetra Pack,2022-01-10,2022-02-01,416,82.42,34286.72,Chandigarh,Wholesale,324,64.63,183.32
Maharashtra,202.81,72,Small,2020-03-02,4,Yogurt,Palle2patnam,856.04,48.25,41303.93,29,Refrigerated,2020-01-26,2020-02-24,573,47.49,27211.77,Delhi,Online,283,62.79,133.28
Maharashtra,864.47,70,Large,2020-12-19,3,Cheese,Amul,669.15,41.05,27468.6075,67,Frozen,2020-12-08,2021-02-13,151,36.71,5543.21,Jharkhand,Retail,518,45.63,165.65
Maharashtra,670.09,67,Large,2021-09-08,6,Curd,Mother Dairy,547.43,95.31,52175.5533,5,Refrigerated,2021-08-13,2021-08-18,374,95.28,35634.72,Karnataka,Online,173,89.32,67.04
West Bengal,108.49,38,Medium,2021-11-04,9,Paneer,Raj,952.64,70.4,67065.856,13,Refrigerated,2021-10-01,2021-10-14,474,73.84,35000.16,Madhya Pradesh,Online,478,74.71,162.86
Uttar Pradesh,706.19,57,Small,2020-10-27,7,Lassi,Raj,695.0,24.81,17242.95,17,Refrigerated,2020-09-21,2020-10-08,208,22.95,4773.6,Jharkhand,Retail,487,57.47,34.64
Chandigarh,37.21,62,Large,2021-10-08,2,Butter,Mother Dairy,486.57,81.44,39626.2608,25,Refrigerated,2021-08-10,2021-09-04,312,84.07,26229.84,Karnataka,Online,174,47.69,196.85
Gujarat,365.33,59,Small,2022-12-16,9,Paneer,Sudha,905.11,63.33,57320.6163,12,Refrigerated,2022-11-25,2022-12-07,93,66.69,6202.17,Kerala,Wholesale,812,20.12,147.4
Gujarat,905.58,31,Large,2020-09-14,2,Butter,Amul,364.61,87.21,31797.6381,38,Frozen,2020-08-30,2020-10-07,123,82.51,10148.73,Maharashtra,Retail,241,11.29,36.08
Delhi,560.64,69,Large,2021-06-25,6,Curd,Raj,114.62,56.4,6464.568,5,Refrigerated,2021-05-25,2021-05-30,60,59.95,3597.0,Uttar Pradesh,Retail,54,97.22,112.55
Telangana,171.0,58,Large,2019-06-13,8,Buttermilk,Mother Dairy,932.07,70.63,65832.1041,8,Refrigerated,2019-05-09,2019-05-17,683,72.21,49319.43,Rajasthan,Online,249,83.15,103.23
Karnataka,392.25,58,Small,2022-09-22,2,Butter,Mother Dairy,686.82,52.5,36058.05,38,Frozen,2022-08-04,2022-09-11,427,54.55,23292.85,Bihar,Wholesale,259,15.46,37.17
Rajasthan,810.98,59,Large,2021-03-11,2,Butter,Warana,763.35,45.25,34541.5875,29,Frozen,2021-02-07,2021-03-08,671,48.0,32208.0,Bihar,Online,92,96.54,54.57
Madhya Pradesh,859.59,11,Medium,2022-05-17,7,Lassi,Amul,201.75,76.22,15377.385,18,Refrigerated,2022-05-03,2022-05-21,74,71.34,5279.16,West Bengal,Retail,127,81.19,31.17
Delhi,264.44,59,Large,2022-04-02,1,Milk,Amul,469.25,93.43,43842.027500000004,29,Tetra Pack,2022-02-20,2022-03-21,359,94.35,33871.65,Haryana,Retail,110,70.33,61.75
Maharashtra,165.14,81,Medium,2022-12-24,3,Cheese,Amul,32.72,56.59,1851.6248,67,Frozen,2022-11-05,2023-01-11,27,61.35,1656.45,Karnataka,Retail,5,64.55,134.83
Jharkhand,956.49,43,Large,2021-01-06,2,Butter,Parag Milk Foods,590.59,58.52,34561.3268,26,Frozen,2020-11-27,2020-12-23,541,60.77,32876.57,Jharkhand,Wholesale,49,42.44,81.19
Chandigarh,31.73,64,Medium,2020-07-13,10,Ghee,Sudha,93.19,89.34,8325.5946,115,Ambient,2020-07-07,2020-10-30,75,92.82,6961.5,Tamil Nadu,Retail,18,35.67,55.89
Telangana,513.83,61,Small,2022-12-11,9,Paneer,Sudha,597.32,42.23,25224.8236,7,Refrigerated,2022-12-03,2022-12-10,61,40.46,2468.06,West Bengal,Online,536,76.93,140.83
Bihar,401.73,76,Medium,2021-03-05,7,Lassi,Sudha,686.06,34.07,23374.064199999997,16,Refrigerated,2021-02-28,2021-03-16,290,32.93,9549.7,Delhi,Online,396,45.37,94.54
Haryana,579.27,11,Small,2020-02-26,6,Curd,Mother Dairy,730.88,29.29,21407.4752,5,Refrigerated,2020-01-29,2020-02-03,444,25.07,11131.08,Rajasthan,Wholesale,286,70.73,93.05
Madhya Pradesh,613.8,87,Large,2022-12-15,8,Buttermilk,Mother Dairy,915.04,82.09,75115.6336,8,Refrigerated,2022-11-10,2022-11-18,787,77.36,60882.32,Chandigarh,Retail,128,10.64,33.9
Telangana,440.68,35,Small,2021-01-22,7,Lassi,Sudha,109.49,30.25,3312.0724999999998,12,Refrigerated,2020-12-11,2020-12-23,91,28.52,2595.32,West Bengal,Online,18,86.33,100.97
Telangana,946.86,20,Small,2021-01-09,7,Lassi,Raj,574.13,75.58,43392.7454,14,Refrigerated,2020-11-24,2020-12-08,484,71.17,34446.28,Madhya Pradesh,Retail,90,16.21,125.47
Haryana,137.41,87,Medium,2022-04-27,4,Yogurt,Palle2patnam,110.34,18.66,2058.9444,24,Refrigerated,2022-03-08,2022-04-01,76,19.39,1473.64,Telangana,Retail,34,59.67,130.3
Gujarat,773.24,84,Small,2021-07-23,1,Milk,Amul,297.98,95.2,28367.696000000004,26,Tetra Pack,2021-06-18,2021-07-14,282,94.09,26533.38,Uttar Pradesh,Online,15,82.53,72.47
Chandigarh,145.65,31,Large,2020-06-06,6,Curd,Sudha,974.02,83.47,81301.4494,7,Refrigerated,2020-05-11,2020-05-18,243,87.47,21255.21,Maharashtra,Retail,731,50.44,183.89
Delhi,367.03,32,Small,2022-06-03,3,Cheese,Dynamix Dairies,750.3,79.7,59798.909999999996,31,Refrigerated,2022-04-11,2022-05-12,653,78.76,51430.28,Rajasthan,Wholesale,97,10.09,43.44
Delhi,924.1,26,Medium,2021-02-25,10,Ghee,Amul,514.58,99.22,51056.62760000001,78,Ambient,2021-02-12,2021-05-01,264,97.52,25745.28,Delhi,Online,250,84.5,109.8
Telangana,691.98,47,Large,2021-06-16,9,Paneer,Sudha,799.93,80.65,64514.3545,9,Refrigerated,2021-05-21,2021-05-30,171,83.74,14319.54,Delhi,Online,628,47.17,69.19
Uttar Pradesh,737.34,100,Small,2020-03-13,9,Paneer,Mother Dairy,748.34,45.93,34371.2562,10,Refrigerated,2020-03-10,2020-03-20,592,47.2,27942.4,Uttar Pradesh,Wholesale,156,33.99,35.99
Rajasthan,702.87,100,Small,2021-08-10,7,Lassi,Sudha,329.82,11.47,3783.0354,13,Refrigerated,2021-07-14,2021-07-27,159,13.39,2129.01,Telangana,Online,170,88.51,107.75
Chandigarh,687.45,85,Large,2021-05-27,10,Ghee,Amul,648.1,92.22,59767.782,90,Ambient,2021-04-12,2021-07-11,479,93.1,44594.9,Gujarat,Retail,169,79.38,188.93
Chandigarh,503.47,72,Small,2020-06-11,8,Buttermilk,Amul,564.28,74.1,41813.147999999994,10,Refrigerated,2020-05-10,2020-05-20,180,74.13,13343.4,West Bengal,Online,384,59.23,63.63
Gujarat,60.8,50,Small,2019-11-28,7,Lassi,Amul,545.17,68.97,37600.374899999995,17,Refrigerated,2019-10-21,2019-11-07,336,71.51,24027.36,Gujarat,Retail,209,87.88,55.82
Madhya Pradesh,122.64,90,Large,2019-05-19,7,Lassi,Amul,871.65,12.01,10468.5165,18,Refrigerated,2019-03-20,2019-04-07,509,16.18,8235.62,Madhya Pradesh,Online,362,53.0,30.87
Maharashtra,131.52,24,Small,2022-08-06,3,Cheese,Passion Cheese,581.68,28.44,16542.979199999998,63,Frozen,2022-07-15,2022-09-16,238,30.66,7297.08,Bihar,Retail,343,28.41,40.85
Madhya Pradesh,96.93,96,Small,2019-06-01,5,Ice Cream,Amul,463.44,88.15,40852.236000000004,23,Frozen,2019-05-27,2019-06-19,366,86.4,31622.4,Gujarat,Retail,97,86.38,150.01
Haryana,765.12,10,Large,2019-03-01,1,Milk,Sudha,672.53,55.42,37271.6126,1,Polythene Packet,2019-02-01,2019-02-02,7,59.62,417.34,Telangana,Retail,665,25.47,31.67
West Bengal,477.22,39,Small,2022-02-06,10,Ghee,Amul,633.8,11.44,7250.672,131,Ambient,2022-01-05,2022-05-16,543,14.69,7976.67,Maharashtra,Online,90,33.27,140.68
Jharkhand,727.85,40,Large,2022-06-02,8,Buttermilk,Sudha,513.67,85.61,43975.2887,9,Refrigerated,2022-05-09,2022-05-18,410,90.17,36969.7,Gujarat,Wholesale,103,98.27,199.77
Kerala,811.56,95,Medium,2022-11-05,1,Milk,Raj,470.46,86.27,40586.5842,22,Tetra Pack,2022-09-09,2022-10-01,237,85.19,20190.03,Bihar,Wholesale,233,54.07,67.33
Telangana,693.63,20,Large,2022-06-26,9,Paneer,Mother Dairy,568.61,39.81,22636.364100000003,7,Refrigerated,2022-05-31,2022-06-07,28,44.68,1251.04,Delhi,Retail,540,73.61,76.74
Madhya Pradesh,596.11,86,Small,2022-05-02,10,Ghee,Raj,141.98,84.84,12045.5832,119,Ambient,2022-03-26,2022-07-23,85,87.83,7465.55,Delhi,Online,56,50.83,161.53
Haryana,556.41,30,Medium,2019-09-07,4,Yogurt,Amul,311.19,63.35,19713.8865,25,Frozen,2019-07-11,2019-08-05,97,60.67,5884.99,Delhi,Retail,214,87.26,60.79
Delhi,149.98,74,Small,2021-02-16,9,Paneer,Raj,33.79,80.49,2719.7571,10,Refrigerated,2021-01-27,2021-02-06,29,83.71,2427.59,Chandigarh,Online,4,83.47,144.3
Rajasthan,20.36,10,Medium,2022-01-06,4,Yogurt,Palle2patnam,950.98,12.76,12134.5048,24,Frozen,2021-12-02,2021-12-26,828,7.86,6508.08,Bihar,Online,122,96.59,71.72
Bihar,711.31,98,Small,2020-10-21,9,Paneer,Amul,450.53,96.56,43503.1768,11,Refrigerated,2020-09-20,2020-10-01,18,92.57,1666.26,Jharkhand,Retail,432,71.37,120.9
Telangana,146.48,28,Small,2022-06-08,10,Ghee,Sudha,600.91,41.93,25196.1563,74,Ambient,2022-04-24,2022-07-07,440,44.5,19580.0,West Bengal,Online,160,95.36,38.47
Madhya Pradesh,582.56,53,Large,2020-06-06,2,Butter,Parag Milk Foods,310.03,67.29,20861.9187,26,Frozen,2020-04-30,2020-05-26,90,70.51,6345.9,Rajasthan,Online,220,99.4,178.26
Bihar,335.69,90,Large,2021-03-09,8,Buttermilk,Raj,503.61,69.3,34900.173,12,Refrigerated,2021-01-24,2021-02-05,82,69.46,5695.72,West Bengal,Wholesale,421,86.98,111.05
Maharashtra,110.32,76,Small,2019-09-14,1,Milk,Sudha,317.51,97.8,31052.478,2,Polythene Packet,2019-08-24,2019-08-26,96,93.17,8944.32,Telangana,Online,221,58.23,21.05
Chandigarh,848.08,54,Medium,2021-04-02,9,Paneer,Amul,823.99,60.98,50246.9102,13,Refrigerated,2021-02-20,2021-03-05,493,57.94,28564.42,Jharkhand,Retail,330,10.54,194.23
Haryana,823.98,32,Large,2022-05-09,1,Milk,Raj,840.26,19.22,16149.797199999999,29,Tetra Pack,2022-03-21,2022-04-19,586,16.01,9381.86,Rajasthan,Retail,254,29.42,168.58
Karnataka,421.54,16,Medium,2022-09-07,7,Lassi,Amul,590.3,81.28,47979.583999999995,15,Refrigerated,2022-09-02,2022-09-17,88,83.64,7360.32,West Bengal,Online,502,94.13,152.52
Jharkhand,889.1,100,Large,2021-06-17,1,Milk,Amul,356.43,70.69,25196.0367,30,Tetra Pack,2021-04-21,2021-05-21,311,71.87,22351.57,Delhi,Online,45,30.15,195.92
Rajasthan,888.92,55,Small,2021-02-10,3,Cheese,Britannia Industries,876.31,96.72,84756.70319999999,41,Refrigerated,2020-12-25,2021-02-04,18,100.49,1808.82,Tamil Nadu,Wholesale,858,25.63,26.01
Telangana,631.9,16,Large,2019-06-18,2,Butter,Parag Milk Foods,452.38,88.27,39931.582599999994,37,Frozen,2019-05-20,2019-06-26,350,85.67,29984.5,Bihar,Wholesale,102,12.48,66.86
Haryana,535.53,13,Medium,2021-12-14,2,Butter,Amul,369.64,71.23,26329.4572,30,Refrigerated,2021-12-11,2022-01-10,166,73.02,12121.32,Delhi,Online,203,93.58,51.65
Rajasthan,353.63,33,Large,2022-01-16,1,Milk,Amul,204.7,27.94,5719.318,23,Tetra Pack,2021-12-28,2022-01-20,176,32.27,5679.52,West Bengal,Wholesale,28,52.24,168.0
West Bengal,117.08,96,Small,2019-10-02,4,Yogurt,Mother Dairy,62.75,39.58,2483.645,23,Refrigerated,2019-08-07,2019-08-30,6,35.04,210.24,Delhi,Retail,56,75.17,137.18
Chandigarh,512.55,11,Small,2020-11-02,1,Milk,Raj,280.74,50.06,14053.844400000002,29,Tetra Pack,2020-09-07,2020-10-06,178,50.84,9049.52,Maharashtra,Retail,102,31.61,97.18
Bihar,39.15,37,Small,2021-02-16,7,Lassi,Amul,173.29,48.23,8357.776699999999,12,Refrigerated,2021-01-25,2021-02-06,156,45.11,7037.16,Haryana,Wholesale,17,65.91,154.39
Jharkhand,285.83,97,Large,2020-06-22,2,Butter,Parag Milk Foods,587.8,42.02,24699.356,34,Frozen,2020-05-12,2020-06-15,343,45.02,15441.86,Chandigarh,Retail,244,64.14,26.16
Jharkhand,131.51,54,Medium,2021-07-11,5,Ice Cream,Dodla Dairy,489.96,32.85,16095.186,28,Frozen,2021-06-24,2021-07-22,258,30.57,7887.06,Kerala,Online,231,84.26,145.33
Delhi,897.65,23,Small,2021-03-02,7,Lassi,Amul,915.38,47.59,43562.9342,13,Refrigerated,2021-02-08,2021-02-21,297,50.04,14861.88,Gujarat,Retail,618,38.65,105.97
Chandigarh,731.65,42,Large,2021-11-11,9,Paneer,Sudha,489.54,68.16,33367.0464,10,Refrigerated,2021-09-20,2021-09-30,179,65.58,11738.82,Delhi,Online,310,81.87,26.06
Jharkhand,736.23,27,Large,2019-08-06,6,Curd,Raj,858.4,57.08,48997.471999999994,7,Refrigerated,2019-06-20,2019-06-27,835,59.92,50033.2,Telangana,Retail,23,72.97,103.73
Delhi,120.01,15,Small,2021-01-17,7,Lassi,Raj,473.39,79.79,37771.788100000005,15,Refrigerated,2020-12-31,2021-01-15,88,77.67,6834.96,Maharashtra,Wholesale,385,80.8,181.52
Haryana,359.74,72,Small,2020-09-17,7,Lassi,Sudha,370.27,40.16,14870.043199999998,16,Refrigerated,2020-09-04,2020-09-20,183,40.99,7501.17,Gujarat,Retail,187,70.25,172.29
Telangana,105.66,50,Small,2020-07-22,4,Yogurt,Mother Dairy,429.46,87.84,37723.7664,22,Frozen,2020-07-05,2020-07-27,218,83.23,18144.14,Tamil Nadu,Wholesale,211,86.85,79.45
Kerala,624.05,79,Medium,2020-10-13,7,Lassi,Raj,981.29,60.83,59691.8707,14,Refrigerated,2020-10-08,2020-10-22,779,65.21,50798.59,Uttar Pradesh,Wholesale,202,27.79,122.23
Chandigarh,720.86,54,Small,2020-11-26,1,Milk,Amul,698.51,71.69,50076.181899999996,1,Polythene Packet,2020-10-22,2020-10-23,88,69.23,6092.24,Rajasthan,Wholesale,610,21.3,150.59
Uttar Pradesh,770.83,54,Large,2020-01-01,3,Cheese,Passion Cheese,912.29,42.86,39100.7494,60,Frozen,2019-11-19,2020-01-18,173,43.98,7608.54,Madhya Pradesh,Wholesale,739,61.03,78.06
Haryana,580.37,70,Large,2020-04-05,8,Buttermilk,Sudha,850.3,58.45,49700.034999999996,11,Refrigerated,2020-02-10,2020-02-21,56,62.58,3504.48,Delhi,Wholesale,794,41.4,68.17
Gujarat,954.24,95,Medium,2022-04-17,4,Yogurt,Palle2patnam,542.63,93.54,50757.6102,23,Refrigerated,2022-03-20,2022-04-12,94,93.48,8787.12,Delhi,Wholesale,448,77.15,197.15
Gujarat,598.28,42,Small,2020-02-21,3,Cheese,Britannia Industries,898.96,27.0,24271.920000000002,83,Frozen,2020-02-14,2020-05-07,23,22.91,526.93,Uttar Pradesh,Online,875,28.81,65.95
Kerala,18.05,36,Large,2019-09-23,8,Buttermilk,Amul,204.77,52.59,10768.8543,12,Refrigerated,2019-07-28,2019-08-09,47,53.98,2537.06,Karnataka,Retail,157,63.07,103.76
Delhi,57.52,14,Small,2019-10-19,4,Yogurt,Mother Dairy,946.01,24.29,22978.582899999998,28,Refrigerated,2019-09-19,2019-10-17,291,21.99,6399.09,Gujarat,Retail,655,99.88,156.76
Chandigarh,712.77,47,Small,2021-02-28,1,Milk,Amul,403.96,43.68,17644.9728,25,Tetra Pack,2021-02-19,2021-03-16,288,38.99,11229.12,Madhya Pradesh,Online,115,88.04,190.07
Bihar,482.99,35,Large,2021-12-10,9,Paneer,Mother Dairy,284.75,72.14,20541.865,13,Refrigerated,2021-10-30,2021-11-12,73,69.91,5103.43,Gujarat,Retail,211,20.92,173.25
Rajasthan,731.52,71,Large,2020-03-22,7,Lassi,Amul,794.19,64.14,50939.346600000004,16,Refrigerated,2020-03-18,2020-04-03,461,63.0,29043.0,Madhya Pradesh,Wholesale,333,81.06,129.16
Delhi,182.65,42,Medium,2020-02-13,1,Milk,Amul,960.0,56.6,54336.0,25,Tetra Pack,2020-01-17,2020-02-11,481,61.43,29547.83,Delhi,Online,479,85.57,26.29
Delhi,317.19,18,Small,2021-07-01,1,Milk,Sudha,738.05,45.58,33640.318999999996,24,Tetra Pack,2021-06-18,2021-07-12,331,46.17,15282.27,Tamil Nadu,Retail,407,32.45,20.41
Jharkhand,940.94,14,Small,2019-05-22,4,Yogurt,Amul,259.35,61.36,15913.716,21,Frozen,2019-04-09,2019-04-30,57,65.56,3736.92,Bihar,Wholesale,202,88.4,74.82
Rajasthan,452.53,70,Large,2020-02-08,9,Paneer,Amul,973.2,14.55,14160.060000000001,8,Refrigerated,2020-01-07,2020-01-15,187,13.43,2511.41,Rajasthan,Retail,786,32.09,156.89
Chandigarh,220.35,17,Large,2020-04-03,4,Yogurt,Amul,868.44,74.84,64994.049600000006,23,Frozen,2020-04-01,2020-04-24,93,77.23,7182.39,Rajasthan,Retail,775,74.43,78.08
